name,active_from,active_to,career_length,birth_date,position,trad_position,ppg,trb,ast,fgp,per,ws,height_inches,weight,shooting_hand,hof,college,hs_name,hs_city,hs_state,url
Trevor Ariza,2004,2019,15,1985-06-30,Shooting Guard,Guard,10.7,4.8,2.2,42.2,13.3,60.0,80.0,215.0,Right,0.0,"University of California, Los Angeles",Westchester ,Los Angeles,California,/players/a/arizatr01.html
Paul Arizin,1950,1962,12,1928-04-09,Small Forward,Forward,22.8,8.6,2.3,42.1,19.7,108.8,76.0,190.0,Right,1.0,Villanova University,La Salle College ,Philadelphia,Pennsylvania,/players/a/arizipa01.html
Joe Arlauckas,1987,1988,1,1965-07-20,Small Forward,Forward,3.8,1.4,0.9,32.6,7.9,-0.1,81.0,230.0,Right,0.0,Niagara University,Jefferson ,Rochester,New York,/players/a/arlaujo01.html
B.J. Armstrong,1989,2000,11,1967-09-09,Point Guard,Guard,9.8,1.8,3.3,47.7,14.5,45.0,74.0,175.0,Right,0.0,University of Iowa,Brother Rice ,Birmingham,Michigan,/players/a/armstbj01.html
Bob Armstrong,1956,1957,1,1933-06-17,Center,Center,1.5,2.1,0.2,29.7,7.8,-0.1,80.0,220.0,Right,0.0,Michigan State University,,,,/players/a/armstbo01.html
Brandon Armstrong,2001,2004,3,1980-06-16,Shooting Guard,Guard,2.2,0.6,0.2,35.2,4.9,-0.6,77.0,188.0,Left,0.0,Pepperdine University,Vallejo ,Vallejo,California,/players/a/armstbr01.html
Curly Armstrong,1948,1951,3,1918-11-01,Point Guard,Guard,6.8,2.3,2.3,29.5,,7.1,71.0,170.0,Right,0.0,Indiana University,Central ,Fort Wayne,Indiana,/players/a/armstcu01.html
Darrell Armstrong,1994,2008,14,1968-06-22,Point Guard,Guard,9.2,2.7,4.0,40.9,16.3,49.8,72.0,170.0,Right,0.0,Fayetteville State University,Ashbrook ,Gastonia,North Carolina,/players/a/armstda01.html
Hilton Armstrong,2006,2014,8,1984-11-11,Center,Center,3.0,2.6,0.3,50.1,9.9,3.9,83.0,235.0,Right,0.0,University of Connecticut,Peekskill ,Peekskill,New York,/players/a/armsthi01.html
Tate Armstrong,1977,1979,2,1955-10-05,Shooting Guard,Guard,3.8,1.0,1.1,45.4,9.9,0.3,75.0,175.0,Right,0.0,Duke University,Spring Woods ,Houston,Texas,/players/a/armstta01.html
Jesse Arnelle,1955,1956,1,1933-12-30,Power Forward,Forward,4.7,5.5,0.6,31.7,12.6,0.0,77.0,220.0,Right,0.0,Pennsylvania State University,New Rochelle ,New Rochelle,New York,/players/a/arnelje01.html
Jay Arnette,1963,1966,3,1938-12-19,Point Guard,Guard,3.7,1.0,1.2,36.5,7.7,0.1,74.0,175.0,Right,0.0,University of Texas at Austin,McCallum ,Austin,Texas,/players/a/arnetja01.html
Bob Arnzen,1969,1974,5,1947-11-03,Small Forward,Forward,4.0,2.0,0.3,46.5,13.6,1.4,77.0,205.0,Right,0.0,University of Notre Dame,Saint Xavier ,Cincinnati,Ohio,/players/a/arnzebo01.html
Carlos Arroyo,2001,2011,10,1979-07-30,Shooting Guard,Guard,6.6,1.7,3.1,43.8,13.4,20.1,74.0,202.0,Right,0.0,Florida International University,Colegio Santiago Apostol ,Fajardo,Puerto Rico,/players/a/arroyca01.html
Darrell Arthur,2008,2018,10,1988-03-25,Power Forward,Forward,6.5,3.5,0.8,44.4,12.2,12.3,81.0,235.0,Right,0.0,University of Kansas,South Oak Cliff ,Dallas,Texas,/players/a/arthuda01.html
John Arthurs,1969,1970,1,1947-08-15,Point Guard,Guard,3.2,1.3,1.5,34.3,11.3,0.0,76.0,185.0,Right,0.0,Tulane University,De La Salle ,New Orleans,Louisiana,/players/a/arthujo01.html
Jamel Artis,2017,2018,1,1993-01-12,Shooting Guard,Guard,5.1,2.5,1.2,39.2,6.9,0.0,79.0,213.0,Right,0.0,University of Pittsburgh,Notre Dame Prep ,Fitchburg,Massachusetts,/players/a/artisja01.html
Omer Asik,2010,2018,8,1986-07-04,Center,Center,5.3,7.1,0.6,52.8,13.4,20.9,84.0,255.0,Right,0.0,,,,,/players/a/asikom01.html
Vincent Askew,1987,1998,11,1966-02-28,Shooting Guard,Guard,7.1,2.5,2.2,47.9,12.6,22.1,78.0,210.0,Right,0.0,University of Memphis,Frayser ,Memphis,Tennessee,/players/a/askewvi01.html
Keith Askins,1990,1999,9,1967-12-15,Small Forward,Forward,3.8,2.9,0.8,40.1,9.2,14.5,79.0,197.0,Right,0.0,University of Alabama,Athens ,Athens,Alabama,/players/a/askinke01.html
Don Asmonga,1953,1954,1,1928-02-15,Point Guard,Guard,0.7,0.1,0.7,13.3,-7.5,-0.3,74.0,185.0,Right,0.0,Alliance College,Homestead ,Homestead,Pennsylvania,/players/a/asmondo01.html
Dick Atha,1955,1958,3,1931-09-21,Shooting Guard,Guard,3.2,1.5,1.2,39.3,10.5,0.6,74.0,190.0,Right,0.0,Indiana State University,Otterbein ,Otterbein,Indiana,/players/a/athadi01.html
Chucky Atkins,1999,2010,11,1974-08-14,Shooting Guard,Guard,9.9,1.7,3.4,41.2,13.1,27.9,71.0,160.0,Right,0.0,University of South Florida,Evans ,Orlando,Florida,/players/a/atkinch01.html
Al Attles,1960,1971,11,1936-11-07,Point Guard,Guard,8.9,3.5,3.5,45.1,11.3,36.5,72.0,175.0,Right,0.0,North Carolina Agricultural and Technical State University,Weequahic ,Newark,New Jersey,/players/a/attleal01.html
Chet Aubuchon,1946,1947,1,1916-05-18,Point Guard,Guard,2.2,,0.7,25.3,,1.2,70.0,137.0,Right,0.0,Michigan State University,Horace Mann ,Gary,Indiana,/players/a/aubucch01.html
Stacey Augmon,1991,2006,15,1968-08-01,Shooting Guard,Guard,8.0,3.2,1.6,46.9,13.7,43.8,80.0,205.0,Left,0.0,"University of Nevada, Las Vegas",John Muir ,Pasadena,California,/players/a/augmost01.html
D.J. Augustin,2008,2019,11,1987-11-10,Point Guard,Guard,9.8,1.9,4.0,41.3,14.2,41.9,72.0,183.0,Right,0.0,University of Texas at Austin,Hightower ,Missouri City,Texas,/players/a/augusdj01.html
James Augustine,2006,2008,2,1984-02-27,Power Forward,Forward,1.6,1.2,0.1,51.4,11.1,0.3,82.0,235.0,Left,0.0,University of Illinois at Urbana-Champaign,Lincoln-Way Central ,Mokena,Illinois,/players/a/augusja01.html
Isaac Austin,1991,2002,11,1969-08-18,Center,Center,7.6,4.7,1.2,44.6,13.0,9.2,82.0,255.0,Right,0.0,Arizona State University,Las Plumas ,Oroville,California,/players/a/austiis01.html
Johnny Austin,1966,1968,2,1944-08-31,Shooting Guard,Guard,7.6,1.6,1.4,37.5,9.3,0.9,72.0,170.0,Right,0.0,Boston College,DeMatha Catholic ,Hyattsville,Maryland,/players/a/austijo01.html
Ken Austin,1983,1984,1,1961-07-15,Small Forward,Forward,1.7,0.4,0.1,46.2,5.6,0.0,81.0,205.0,Right,0.0,Rice University,Verbum Dei ,Los Angeles,California,/players/a/austike01.html
Anthony Avent,1992,2000,8,1969-10-18,Power Forward,Forward,5.6,4.5,0.8,40.3,8.8,0.3,81.0,235.0,Right,0.0,Seton Hall University,Malcolm X Shabazz ,Newark,New Jersey,/players/a/aventan01.html
Bird Averitt,1973,1978,5,1952-07-22,Shooting Guard,Guard,12.1,1.9,2.9,40.5,12.5,3.9,73.0,170.0,Left,0.0,Pepperdine University,Hopkinsville ,Hopkinsville,Kentucky,/players/a/averibi01.html
William Avery,1999,2002,3,1979-08-08,Point Guard,Guard,2.7,0.7,1.4,33.0,7.3,-0.9,74.0,197.0,Right,0.0,Duke University,Oak Hill Academy ,Mouth of Wilson,Virginia,/players/a/averywi01.html
Dennis Awtrey,1970,1982,12,1948-02-22,Center,Center,4.8,4.6,2.0,45.9,10.5,22.4,82.0,235.0,Right,0.0,Santa Clara University,Blackford ,San Jose,California,/players/a/awtrede01.html
Gustavo Ayon,2011,2014,3,1985-04-01,Power Forward,Forward,4.7,4.4,1.3,53.6,14.7,5.1,82.0,250.0,Right,0.0,,,,,/players/a/ayongu01.html
Jeff Ayres,2009,2016,7,1987-04-29,Power Forward,Forward,2.9,2.7,0.4,55.3,12.4,6.3,81.0,240.0,Right,0.0,Arizona State University,Etiwanda ,Rancho Cucamonga,California,/players/p/pendeje02.html
Deandre Ayton,2018,2019,1,1998-07-23,Center,Center,16.3,10.3,1.8,58.5,20.5,5.8,85.0,250.0,Right,0.0,University of Arizona,Hillcrest Prep Academy ,Phoenix,Arizona,/players/a/aytonde01.html
Kelenna Azubuike,2006,2012,6,1983-12-16,Small Forward,Forward,10.5,4.0,1.1,45.9,14.3,9.3,77.0,220.0,Right,0.0,University of Kentucky,Victory Christian ,Tulsa,Oklahoma,/players/a/azubuke01.html
Chris Babb,2013,2014,1,1990-02-14,Shooting Guard,Guard,1.6,1.2,0.2,26.7,3.7,0.0,77.0,225.0,Right,0.0,"Pennsylvania State University, Iowa State University",The Oakridge School ,Arlington,Texas,/players/b/babbch01.html
Luke Babbitt,2010,2018,8,1989-06-20,Power Forward,Forward,4.8,2.2,0.6,40.8,10.1,7.2,81.0,225.0,Left,0.0,"University of Nevada, Reno",Galena ,Reno,Nevada,/players/b/babbilu01.html
Milos Babic,1990,1992,2,1968-11-23,Center,Center,1.8,1.0,0.5,37.5,10.9,-0.1,84.0,240.0,Right,0.0,Tennessee Technological University,Kraljevo ,Kraljevo,Serbia,/players/b/babicmi01.html
Johnny Bach,1948,1949,1,1924-07-10,Small Forward,Forward,3.5,,0.7,28.6,,0.8,74.0,180.0,Right,0.0,Fordham University,St. John's Preparatory School ,Brooklyn,New York,/players/b/bachjo01.html
Dwayne Bacon,2017,2019,2,1995-08-30,Shooting Guard,Guard,5.1,2.2,0.9,43.2,8.8,1.1,79.0,221.0,Right,0.0,Florida State University,Oak Hill Academy ,Mouth of Wilson,Virginia,/players/b/bacondw01.html
Henry Bacon,1972,1973,1,1948-07-05,Shooting Guard,Guard,3.5,1.7,0.8,36.6,4.3,-0.1,75.0,205.0,Right,0.0,University of Louisville,Male ,Louisville,Kentucky,/players/b/baconhe01.html
Jim Baechtold,1952,1957,5,1927-12-09,Small Forward,Forward,9.7,3.1,2.1,38.8,13.1,14.8,76.0,205.0,Right,0.0,Eastern Kentucky University,Moon ,Coraopolis,Pennsylvania,/players/b/baechji01.html
Dalibor Bagaric,2000,2003,3,1980-02-07,Center,Center,2.6,2.5,0.4,36.1,7.0,-0.9,85.0,255.0,Right,0.0,,,,,/players/b/bagarda01.html
John Bagley,1982,1994,12,1960-04-23,Point Guard,Guard,8.7,2.6,6.0,43.7,13.0,16.6,72.0,185.0,Right,0.0,Boston College,Warren Harding ,Bridgeport,Connecticut,/players/b/baglejo01.html
Marvin Bagley,2018,2019,1,1999-03-14,Power Forward,Forward,14.9,7.6,1.0,50.4,18.9,3.6,83.0,234.0,Left,0.0,Duke University,Sierra Canyon ,Chatsworth,California,/players/b/baglema01.html
Carl Bailey,1981,1982,1,1958-04-23,Center,Center,2.0,0.0,0.0,100.0,-6.8,0.0,84.0,210.0,Right,0.0,Tuskegee University,Jackson-Olin ,Birmingham,Alabama,/players/b/baileca01.html
Gus Bailey,1974,1980,6,1951-02-18,Shooting Guard,Guard,2.6,1.7,1.1,40.6,11.3,0.8,77.0,185.0,Right,0.0,University of Texas at El Paso,Burgess ,El Paso,Texas,/players/b/bailegu01.html
James Bailey,1979,1988,9,1957-05-21,Power Forward,Forward,8.8,5.0,0.8,48.4,13.0,16.3,81.0,220.0,Right,0.0,Rutgers University,Xaverian ,Westwood,Massachusetts,/players/b/baileja01.html
Thurl Bailey,1983,1999,16,1961-04-07,Power Forward,Forward,12.8,5.1,1.4,47.3,14.3,45.0,83.0,215.0,Right,0.0,North Carolina State University,Bladensburg ,Bladensburg,Maryland,/players/b/baileth01.html
Toby Bailey,1998,2000,2,1975-11-19,Shooting Guard,Guard,3.3,1.7,0.6,40.7,11.0,1.0,78.0,213.0,Right,0.0,"University of California, Los Angeles",Loyola ,Los Angeles,California,/players/b/baileto01.html
Cameron Bairstow,2014,2016,2,1990-12-07,Power Forward,Forward,1.2,1.0,0.2,29.6,5.0,-0.1,81.0,250.0,Right,0.0,University of New Mexico,Australian Institute of Sport ,Canberra,Australia,/players/b/bairsca01.html
Jimmie Baker,1975,1976,1,1953-12-25,Power Forward,Forward,1.2,2.8,0.8,20.0,-3.2,-0.2,81.0,220.0,Right,0.0,University of Hawaii,Olney ,Philadelphia,Pennsylvania,/players/b/bakerji01.html
LaMark Baker,1998,1999,1,1969-11-11,Point Guard,Guard,0.0,0.0,0.0,0.0,-46.6,-0.1,73.0,175.0,Right,0.0,Ohio State University,Paul Laurence Dunbar ,Dayton,Ohio,/players/b/bakerla01.html
Maurice Baker,2004,2005,1,1979-07-28,Point Guard,Guard,0.0,0.4,0.2,0.0,-0.2,0.0,73.0,175.0,Right,0.0,Oklahoma State University,Madison ,Madison,Illinois,/players/b/bakerma01.html
Norm Baker,1946,1947,1,1923-02-17,Point Guard,Guard,0.0,,0.0,0.0,,0.0,72.0,180.0,Right,0.0,,,,,/players/b/bakerno01.html
Ron Baker,2016,2019,3,1993-03-30,Shooting Guard,Guard,3.1,1.4,1.8,35.8,7.4,0.2,76.0,220.0,Right,0.0,Wichita State University,Scott City ,Scott City,Kansas,/players/b/bakerro01.html
Vin Baker,1993,2006,13,1971-11-23,Center,Center,15.0,7.4,1.9,48.5,16.3,47.0,83.0,232.0,Right,0.0,University of Hartford,Old Saybrook ,Old Saybrook,Connecticut,/players/b/bakervi01.html
Wade Baldwin,2016,2019,3,1996-03-29,Point Guard,Guard,3.1,1.2,1.4,35.5,7.1,-0.3,76.0,200.0,Right,0.0,Vanderbilt University,St. Joseph ,Metuchen,New Jersey,/players/b/baldwwa01.html
Renaldo Balkman,2006,2012,6,1984-07-14,Power Forward,Forward,4.0,3.5,0.6,51.0,14.3,7.2,80.0,208.0,Right,0.0,University of South Carolina,Laurinburg Institute ,Laurinburg,North Carolina,/players/b/balkmre01.html
Cedric Ball,1990,1991,1,1968-04-16,Power Forward,Forward,1.1,1.6,0.0,37.5,10.8,0.0,80.0,210.0,Right,0.0,University of North Carolina at Charlotte,South ,Worcester,Massachusetts,/players/b/ballce01.html
Lonzo Ball,2017,2019,2,1997-10-27,Point Guard,Guard,10.0,6.2,6.4,38.0,12.2,3.5,78.0,190.0,Right,0.0,"University of California, Los Angeles",Chino Hills ,Chino Hills,California,/players/b/balllo01.html
Greg Ballard,1977,1989,12,1955-01-29,Small Forward,Forward,12.4,6.1,2.2,47.2,15.7,54.0,79.0,215.0,Right,0.0,University of Oregon,Garey ,Pomona,California,/players/b/ballagr01.html
Herschel Baltimore,1946,1947,1,1921-06-21,Small Forward,Forward,2.4,,0.3,20.2,,0.3,76.0,195.0,Right,0.0,Pennsylvania State University,New Castle ,New Castle,Pennsylvania,/players/b/baltihe01.html
Mohamed Bamba,2018,2019,1,1998-05-12,Center,Center,6.2,5.0,0.8,48.1,14.9,1.7,84.0,221.0,Right,0.0,University of Texas at Austin,Westtown School ,West Chester,Pennsylvania,/players/b/bambamo01.html
Gene Banks,1981,1987,6,1959-05-15,Small Forward,Forward,11.3,5.8,2.9,53.9,15.1,31.2,79.0,215.0,Right,0.0,Duke University,West Philadelphia ,Philadelphia,Pennsylvania,/players/b/banksge01.html
Marcus Banks,2003,2011,8,1981-11-19,Point Guard,Guard,5.9,1.5,2.1,43.2,12.2,6.6,74.0,200.0,Right,0.0,"University of Nevada, Las Vegas",Cimarron Memorial ,Las Vegas,Nevada,/players/b/banksma01.html
Walker Banks,1970,1971,1,1947-08-26,Center,Center,2.6,3.1,0.5,50.0,6.4,0.2,82.0,205.0,Right,0.0,Western Kentucky University,,,,/players/b/bankswa01.html
Ken Bannister,1984,1991,7,1960-04-01,Power Forward,Forward,5.9,3.5,0.4,48.8,8.9,0.6,81.0,235.0,Right,0.0,"Indiana State University, Saint Augustine's College",Southwestern ,Baltimore,Maryland,/players/b/bannike01.html
Mike Bantom,1973,1982,9,1951-12-03,Power Forward,Forward,12.1,6.4,2.3,46.8,14.3,34.8,81.0,200.0,Right,0.0,Saint Joseph's University,Roman Catholic ,Philadelphia,Pennsylvania,/players/b/bantomi01.html
John Barber,1956,1957,1,1927-06-27,Small Forward,Forward,1.4,1.2,0.0,25.0,4.2,0.0,78.0,210.0,Right,0.0,"California State University, Los Angeles",Pruitt ,Atlanta,Texas,/players/b/barbejo01.html
Leandro Barbosa,2003,2017,14,1982-11-28,Point Guard,Guard,10.6,2.0,2.1,45.9,15.1,37.4,75.0,194.0,Right,0.0,,,,,/players/b/barbole01.html
Steve Bardo,1991,1996,5,1968-04-05,Shooting Guard,Guard,2.2,1.8,1.3,32.9,8.1,-0.1,77.0,190.0,Right,0.0,University of Illinois at Urbana-Champaign,Carbondale ,Carbondale,Illinois,/players/b/bardost01.html
J.J. Barea,2006,2019,13,1984-06-26,Point Guard,Guard,9.0,2.1,3.9,42.4,14.5,23.1,72.0,185.0,Right,0.0,Northeastern University,Miami Christian School ,Miami,Florida,/players/b/bareajo01.html
Andrea Bargnani,2006,2016,10,1985-10-26,Center,Center,14.3,4.6,1.2,43.9,14.4,18.9,84.0,245.0,Right,0.0,,,,,/players/b/bargnan01.html
Cliff Barker,1949,1952,3,1921-01-15,Shooting Guard,Guard,3.7,1.8,2.0,31.6,10.8,2.0,74.0,185.0,Right,0.0,University of Kentucky,Yorktown ,Yorktown,Indiana,/players/b/barkecl01.html
Tom Barker,1976,1979,3,1955-03-11,Center,Center,6.5,5.3,0.8,42.2,10.9,1.3,83.0,225.0,Right,0.0,University of Hawaii,Welasco ,Harlingen,Texas,/players/b/barketo01.html
Charles Barkley,1984,2000,16,1963-02-20,Small Forward,Forward,22.1,11.7,3.9,54.1,24.6,177.2,78.0,252.0,Right,1.0,Auburn University,Leeds ,Leeds,Alabama,/players/b/barklch01.html
Erick Barkley,2000,2002,2,1978-02-21,Point Guard,Guard,2.9,0.8,1.5,35.6,9.9,0.2,73.0,177.0,Right,0.0,St. John's University,Maine Central Institute ,Pittsfield,Maine,/players/b/barkler01.html
Don Barksdale,1951,1955,4,1923-03-31,Small Forward,Forward,11.0,8.0,2.1,37.0,15.4,9.1,78.0,200.0,Right,0.0,"University of California, Los Angeles",Berkeley ,Berkeley,California,/players/b/barksdo01.html
Harrison Barnes,2012,2019,7,1992-05-30,Small Forward,Forward,13.6,4.9,1.5,44.6,13.3,29.7,80.0,225.0,Right,0.0,University of North Carolina,Ames ,Ames,Iowa,/players/b/barneha02.html
Harry Barnes,1968,1969,1,1945-07-25,Small Forward,Forward,2.0,1.2,0.2,28.1,2.4,-0.4,75.0,205.0,Right,0.0,Northeastern University,,,,/players/b/barneha01.html
Jim Barnes,1964,1971,7,1941-04-13,Center,Center,8.8,6.5,0.8,42.9,12.5,14.2,80.0,210.0,Right,0.0,University of Texas at El Paso,Stillwater ,Stillwater,Oklahoma,/players/b/barneji01.html
Marvin Barnes,1974,1980,6,1952-07-27,Power Forward,Forward,16.0,9.1,2.1,48.1,18.1,20.6,80.0,210.0,Right,0.0,Providence College,Central ,Providence,Rhode Island,/players/b/barnema01.html
Matt Barnes,2003,2017,14,1980-03-09,Small Forward,Forward,8.2,4.6,1.8,43.6,12.7,42.8,79.0,226.0,Right,0.0,"University of California, Los Angeles",Del Campo ,Sacramento,California,/players/b/barnema02.html
Dick Barnett,1959,1974,15,1936-10-02,Shooting Guard,Guard,15.8,2.9,2.8,45.6,14.7,68.7,76.0,190.0,Left,0.0,Tennessee State University,Roosevelt ,Gary,Indiana,/players/b/barnedi01.html
Jim Barnett,1966,1977,11,1944-07-07,Shooting Guard,Guard,11.7,3.1,3.0,43.5,14.6,33.2,76.0,170.0,Right,0.0,University of Oregon,Ramona ,Riverside,California,/players/b/barneji02.html
Nathaniel Barnett,1975,1976,1,1953-01-29,Point Guard,Guard,2.3,0.7,0.7,46.2,4.9,0.0,75.0,175.0,Right,0.0,University of Akron,Mervo ,Baltimore,Maryland,/players/b/barnena01.html
John Barnhill,1962,1972,10,1938-03-20,Point Guard,Guard,8.6,2.5,2.9,40.6,10.7,12.7,73.0,180.0,Right,0.0,Tennessee State University,Lincoln ,Evansville,Indiana,/players/b/barnhjo01.html
Norton Barnhill,1976,1977,1,1953-07-15,Shooting Guard,Guard,1.0,0.8,0.3,33.3,4.7,0.0,76.0,205.0,Right,0.0,Washington State University,,,,/players/b/barnhno01.html
Leo Barnhorst,1949,1954,5,1924-05-11,Small Forward,Forward,9.4,5.4,3.2,36.8,11.4,14.2,76.0,190.0,Right,0.0,University of Notre Dame,Cathedral ,Indianapolis,Indiana,/players/b/barnhle01.html
John Barr,1946,1947,1,1918-08-08,Small Forward,Forward,5.1,,0.9,28.3,,5.0,75.0,205.0,Right,0.0,Pennsylvania State University,Shamokin ,Shamokin,Pennsylvania,/players/b/barrjo01.html
Mike Barr,1972,1977,5,1950-10-19,Shooting Guard,Guard,5.9,2.1,2.8,47.9,9.6,6.9,75.0,180.0,Right,0.0,Duquesne University,Lehman ,Canton,Ohio,/players/b/barrmi01.html
Moe Barr,1970,1971,1,1944-06-19,Point Guard,Guard,2.0,0.6,0.9,40.3,11.9,0.1,76.0,195.0,Right,0.0,Duquesne University,Penn Hills ,Penn Hills,Pennsylvania,/players/b/barrmo01.html
Andre Barrett,2004,2008,4,1982-02-21,Point Guard,Guard,3.3,1.1,2.0,36.9,9.6,0.4,70.0,172.0,Right,0.0,Seton Hall University,Rice ,New York,New York,/players/b/barrean01.html
Ernie Barrett,1953,1956,3,1929-08-27,Shooting Guard,Guard,4.9,2.6,1.7,36.9,9.2,0.8,75.0,180.0,Right,0.0,Kansas State University,Wellington ,Wellington,Kansas,/players/b/barreer01.html
Mike Barrett,1969,1973,4,1943-09-05,Point Guard,Guard,13.4,3.2,3.9,44.0,12.4,7.4,74.0,155.0,Right,0.0,West Virginia University Institute of Technology,Richwood ,Richwood,West Virginia,/players/b/barremi01.html
Earl Barron,2005,2015,10,1981-08-14,Center,Center,4.6,3.5,0.5,37.1,8.6,-0.6,84.0,250.0,Right,0.0,University of Memphis,Clarksdale ,Clarksdale,Mississippi,/players/b/barroea01.html
Dana Barros,1989,2004,15,1967-04-13,Point Guard,Guard,10.5,1.9,3.3,46.0,16.4,49.6,71.0,163.0,Right,0.0,Boston College,Xaverian ,Westwood,Massachusetts,/players/b/barroda01.html
Brent Barry,1995,2009,14,1971-12-31,Shooting Guard,Guard,9.3,3.0,3.2,46.0,15.7,70.5,78.0,185.0,Right,0.0,Oregon State University,De La Salle Catholic ,Concord,California,/players/b/barrybr01.html
Drew Barry,1997,2000,3,1973-02-17,Point Guard,Guard,2.2,1.1,1.9,41.7,9.8,0.6,77.0,191.0,Right,0.0,Georgia Institute of Technology,De La Salle Catholic ,Concord,California,/players/b/barrydr01.html
Jon Barry,1992,2006,14,1969-07-25,Shooting Guard,Guard,5.7,1.8,2.2,43.4,14.7,37.2,76.0,195.0,Right,0.0,"University of the Pacific, Georgia Institute of Technology",De La Salle Catholic ,Concord,California,/players/b/barryjo01.html
Rick Barry,1965,1980,15,1944-03-28,Small Forward,Forward,24.8,6.7,4.9,45.6,21.0,128.9,79.0,205.0,Right,1.0,University of Miami,Roselle Park ,Roselle Park,New Jersey,/players/b/barryri01.html
Ed Bartels,1949,1951,2,1925-10-08,Small Forward,Forward,4.2,4.9,1.0,25.1,,-1.1,77.0,195.0,Right,0.0,North Carolina State University,La Salle Academy ,New York,New York,/players/b/barteed01.html
Vic Bartolome,1971,1972,1,1948-09-29,Center,Center,0.9,1.6,0.1,25.4,4.4,-0.4,84.0,230.0,Right,0.0,Oregon State University,Santa Barbara ,Santa Barbara,California,/players/b/bartovi01.html
Will Barton,2012,2019,7,1991-01-06,Shooting Guard,Guard,10.5,3.9,2.4,43.1,14.4,16.4,78.0,190.0,Right,0.0,University of Memphis,Brewster Academy ,Wolfeboro,New Hampshire,/players/b/bartowi01.html
Eddie Basden,2005,2006,1,1983-02-15,Small Forward,Forward,2.1,1.5,0.4,40.5,10.3,0.2,77.0,215.0,Right,0.0,University of North Carolina at Charlotte,Eleanor Roosevelt ,Greenbelt,Maryland,/players/b/basdeed01.html
Jerry Baskerville,1975,1976,1,1951-11-10,Small Forward,Forward,1.2,1.3,0.1,30.8,8.0,0.0,79.0,190.0,Right,0.0,Temple University,Thomas Edison ,Philadelphia,Pennsylvania,/players/b/baskeje01.html
Brandon Bass,2005,2017,12,1985-04-30,Power Forward,Forward,8.7,4.5,0.8,49.9,15.3,42.8,80.0,250.0,Right,0.0,Louisiana State University,Capitol ,Baton Rouge,Louisiana,/players/b/bassbr01.html
Tim Bassett,1973,1980,7,1951-04-01,Power Forward,Forward,6.2,6.7,1.2,42.3,10.2,12.9,80.0,225.0,Left,0.0,University of Georgia,McKinley ,Washington,District of Columbia,/players/b/basseti01.html
Maceo Baston,2002,2009,7,1975-05-29,Power Forward,Forward,2.7,1.7,0.2,61.6,14.4,2.3,81.0,215.0,Right,0.0,University of Michigan,H. Grady Spruce ,Dallas,Texas,/players/b/bastoma01.html
Mengke Bateer,2001,2004,3,1975-11-20,Center,Center,3.4,2.5,0.6,39.1,6.4,-0.1,83.0,290.0,Right,0.0,,,,,/players/b/bateeme01.html
Billy Ray Bates,1979,1983,4,1956-05-31,Shooting Guard,Guard,11.7,1.7,1.9,47.4,18.1,6.9,76.0,210.0,Right,0.0,Kentucky State University,McAdams ,Camden,Mississippi,/players/b/batesbi01.html
